,drugName,condition,review,rating,date,usefulCount
152748,Doxycycline,Chlamydia Infection,"""Took zithromax (one single liquid dose) DID NOT WORK . Then 10 days later took it again DID NOT WORK. ***after seeing the reviews here, Took Doxycycline 200mg a day for 10 days &ndash; DID NOT WORK? Any suggestions?""",1,27-Oct-17,0
124012,Skyla,Birth Control,"""I had Skyla inserted about 8 hours ago. After reading other reviews, I did not want to scare myself or go off of what other people said. It was probably the most painful thing I&#039;ve ever experienced &quot;down there&quot; but i also have not had any children yet (which I know would hurt worse). I am still cramping very bad. Immediately after insertion, I had severe cramps, felt nauseous and light headed. I did not take any medication before insertion, I&#039;ve read that taking Tylenol helped but did not have a chance to take it. I took some a couple hours ago and have laid down , but still am not getting relief. On the bright side, I will not have to worry about birth control methods for 3 years :)""",7,27-Jun-16,1
84706,Ethinyl estradiol / norgestimate,Birth Control,"""I am 21 years old and was on cyclen for 3 months when I was diagnosed with blood clots in my lungs (pulmonary embolism) I have since been informed that this birth control put me at a greater risk due to its higher levels of estrogen. Luckily they were caught and time and I am currently being treated for them. My symptoms started out as a aching/stabbing pain in my mid/upper back that was worse when I ate, then a few days later my breathing started to feel rather heavy. I was also coughing and burping a bit. I also had a bunch of other side effects during the course of taking this pill including: breast pain, headaches, nausea and major mood swings!! I don&#039;t normally right reviews but I would feel horrible if this happened to anyone else!!""",1,8-Jun-16,17
206282,Mesalamine,"Ulcerative Colitis, Active","""I was diagnosed with moderate to severe universal colitis on 3/27. I was prescribed lialda and take 4 pills a day as well as 1 uceris. I am not exaggerating when I say the relief was almost instant! Within 3 days I went from urgently using the bathroom 5 - 6 times a day with unbearable abdominal cramps to using the bathroom once a day with no cramps! Only side effects I have noticed so far is slight headaches, occasional trouble sleeping and more frequent urination which I will take over my colitis symptoms any day :) Lialda seriously has changed my life in the short 2 weeks I&#039;ve been taking it ",,,
,,,,,,
&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;,,,,,,
19 years old ,,,,,,
Moderate to severe universal colitis,,,,,,
Flare started: May 2016,,,,,,
Diagnosed: March 2017,,,,,,
"Remission: April 2017""""""",10,7-Apr-17,12,,,
190442,Ortho Tri-Cyclen Lo,Birth Control,"""I have been on this birth control for over 2 years and I would have to say that it has its down falls and has its goods. I did get pregnant one time and that was from when I had missed some pills. I don&#039;t have any cramps like I used to before I started taking Ortho Tri-Cyclen Lo.""",10,9-Nov-10,0
53054,Bevacizumab,me,"""I had stage 4 gliosarcoma in March and wasn&#039;t supposed to make it very long. After surgery, aggressive radiation and 3 rounds of 400mg Temidar (pardon the spelling), my first MRI showed the tumor was growing back. My oncologist put me on bi-monthly drips of Avastin to go with the Temidar. My second MRI showed a 30% decrease in the size of my tumor. My legs are weak, but I&#039;ll take it!! Thank God for Avastin and the oncologist. I am the first person I know of that was given Avastin for Gliosarcoma.""",10,12-Sep-15,3
104856,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,"""I have been on Aviane for about a year and a half for dysmenorrhea, and it&#039;s great.  I get a bit moody/sad the day or two before my period, but that&#039;s the worst of it.  It&#039;s helped a LOT with cramps.  I get by on 2-4 Midol per month now!""",9,13-Mar-10,4
52701,Barium sulfate,Computed Tomography,"""I drank Readi-Cat (barium sulfate) for an abdominal CT scan. I gave it a nine only because of the taste. It was thick, and had the consistency of vegetable oil with a citrus flavor. I experienced some very mild heartburn and nausea while drinking it, but that went away very quickly. The following morning, I had one bout of diarrhea, which was listed as a side effect. Other than that, I didn&#039;t experience any of the listed possible side effects. Overall a much better experience than I was anticipating!""",9,7-Jul-12,43
76499,Azor,High Blood Pressure,"""After years of High Blood Pressure and a series of medicines my awesome doctor prescribed Azor along with a diuretic and my blood pressure was 145/110 and now the average is 120/77.  A great medicine and I would tell everyone it is a great medicine. Thanks Dr. G.""",9,19-Apr-10,22
50864,Azithromycin,Bronchitis,"""I woke up one morning with burning in my chest when I coughed, lots of mucous in my upper respiratory area, a headache, 101 fever and the mucous was even flowing out of my left eye. My Internist prescribed the Zpack. On day 3, the burning in my chest went away. But the side effects were severe. On day 3, I began to get massive night sweats. These sweats lasted 31 days after the last pill I took. My blood sugar level also rose to prediabetic levels. My glucose was tested at 115, then 108. My blood pressure and heart beat rocketed for well over a month before it subsided. I would say that my body did not respond very well to Zithromax. But the drug did what it was suppose to. I would never take this drug again unless I was forced to .""",5,10-Jun-17,4
208039,Suprep Bowel Prep Kit,Bowel Preparation,"""I was scared to take this after reading all the negative reviews but it wasn&#039;t half as bad as I had anticipated. It tastes like grape cough syrup. I sucked it through a straw to get past my taste buds. It started taking affect about 20 mins after ingestion. I used the restroom for the next 3 hours. Then went to sleep. No nausea, cramps. Just the urge to go. I did have a little leakage so I suggest sitting on a towel if you decide to lay in bed. I also didnt drink the whole bottle in 1 sitting. I broke it down into 2 parts for each bottle. I started at 4pm, took another dose at 6 pm, and repeated same process at 4 am with an 1130 am appt. Time. I did this to reduce any chances of nausea (I was thinking maybe the mass amount taken at once could be the cause for others having nausea) Im a 150 pound 29 year old female. I would recommend this product.""",9,23-Apr-14,17
75034,Nitrofurantoin,Urinary Tract Infection,"""I have been on Macrobid for 3 days now. I feel so nauseated. I&#039;m so tired and I can&#039;t eat or drink anything, EXCEPT for a little water, without getting sick. It gives me a horrible headache and I feel so weak. I am also allergic to sulfa medications (Bactrim) so the doctor gave me this. """,3,18-Jan-12,39
187296,Azelastine / fluticasone,Allergic Rhinitis,"""So far so good.  I have been using Dymista for 2 weeks &amp; I can breathe out of both nostrils &amp; I have a sense of smell again!  I used Nasonex for years &amp; it worked well, but I seemed to build up a tolerance after awhile.  For the last couple of years I have been hooked on OTC nasal spray with horrible rebound congestion which required antibiotics &amp; prednisone to kick. After this last round of antibiotics &amp; prednisone &amp; a change to Dymista. I can now breathe! I hope it continues.  I was even able to find a discount coupon online so I got it for $30.""",10,11-Jun-14,9
30641,Miconazole,Vaginal Yeast Infection,"""Oh my goodness I wish I had read these reviews first. I am in sooo much pain I want to go find a hotel with a bidet to flush it out.  The external cream is fine but the applicator and cream that is inserted is like a stabbing burning combo I wouldn&#039;t wish on my worst enemy. WHY?!?""",1,4-Nov-17,3
96242,Sertraline,Depression,"""I have been on Zoloft for about 6 weeks. I was experiencing depression which manifested itself in crying spells, anger, helplessness and loss of motivation. It took approximately 4 weeks for me to notice any changes,  but I have noticed recently that I have motivation once again and I have not experienced any side effects which i was dreading such as loss of sexual desire and weight gain.  I feel like my normal self again and able now to handle the issues of my life  Prior to this I was sad a lot and having many crying bouts.  I haven&#039;t noticed any negative side effects whatsoever.""",9,20-Mar-12,38
22374,Zoster vaccine live,"Herpes Zoster, Prophylaxis","""Vertigo plus little nausea""",9,6-Jul-14,1
2687,Diltiazem,Supraventricular Tachycardia,"""Was on Atenolol 25mg, once a day, had bad leg cramping, some dizziness, it wasn&#039;t helping my palpitations then Cardiologist switched me to Bystolic 5mg I had again dizziness, vivid dreams and feeling fuzzy. Started Diltiazem 30mg 3 times a day as needed and I started with one a day and palpitations and accelerated heart are controlled, I only experienced fatigue, shortness of breath and sometimes nightmares but has helped me feel better though...""",9,2-Jan-17,9
87960,Clindamycin,Bacterial Infection,"""I&#039;m taking this for strep throat 10 days 3x a dayat first it worked fine felt like it was helping now I&#039;m almost done and these last few days have been awful I have bad heartburn it hurts from my stomach to my throat it burns my stomach hurts to move feels like bad gas and I&#039;m throat hurts to swallow anything it&#039;s hard to drink""",3,22-Jun-16,21
151909,Chantix,Smoking Cessation,"""The Chantix program worked for me. I am 53 and was a one pack a day cigarette smoker. In August I asked my doctor for some ideas to quit and he prescribed the Chantix. I took it for five weeks and continued to smoke during the first of those weeks. It really helped suppress any urges and withdrawal pains. Also, I encountered no side effects. I was able to go about my business as usual. At the end of five weeks I felt like I could discontinue this so I did without feeling any need to smoke again. I&#039;ve now been off of Chantix for three weeks and smoke-free for seven weeks. I&#039;m glad I was able to quit and I&#039;m confident that I&#039;ll never pick up cigarettes again.""",10,1-Oct-12,16
124803,Tri-Previfem,Birth Control,"""I have been on birth control for over 3 years.  I too was on Sprintec until they changed it to Tri-Previfem - didn&#039;t notice any changes with my body between the two.  The first month I started taking the pill was crazy, my emotions were uncontrollable (it was scary) and my skin was breaking out.  I don&#039;t like Tri-previfem but it does keep me from getting pregnant.  Skin still breaks out but I don&#039;t know if that&#039;s just me or the pill doing it.  I never really got period cramps/symptoms before the pill, now I do.  Periods are much lighter and shorter though.  My boobs grew about half a size.  No weight gain.  No libido either - my boyfriend hates it but the pill is the best way to avoid pregnancy.  Wouldn&#039;t recommend unless necessary.""",3,30-Apr-16,0
115352,Propofol,Anesthesia,"""I had my first routine colonoscopy at 54. I am extremely sensitive to drugs of any kind. I did not feel a thing from the time the needles entered my arm. Found myself conscious of being a very dark, completely peaceful place. I was aware of that. I thought I was finally THERE and when the nurse started trying to rouse me, I was not coming back. Not happy to be bothered and so certain I didn&#039;t want to come back, I became aggressive to the nurse and as has happened before, began to cry hysterically. There were staff around me but I couldn&#039;t see them. My friend later told me they did not know what to do and had not seen this reaction before. So I was in recover quite a while, unable to come out of it.""",1,28-Dec-16,10
13738,Amphetamine / dextroamphetamine,ADHD,"""Diagnosed 3yrs ago, participated in Strattera study, did not help at all. Finally started Adderall 20mg XR two days ago. Main difference is the absence of fatigue and quieted mind. I can actually sit and not have to argue with myself, overwhelming feelings gone for the most part. Insomnia straight away first night, hardly any sleep again last (2nd) night, underlying headache now. Definite loss of appetite, appreciate the lost lbs but still have to eat!""",8,1-May-08,52
135039,Dapsone,Acne,"""I am a male in his late twenties and have struggled with mild acne for over 15 years. I have used, benzo proxide, exfoliants, tea tree oil, low GI diet, no skin touching and many other tools without consistent success. I have been using Aczone for 10 days and have had amazing results. I have had very few new spots appear on my face and when they do only last for 2-3 days. My pores felt clogged after application the first few days, but have adjusted to the texture. The anti-inflammation really reduced the redness in my face and gives me a nice even tone. Azcone has clearly made an impact on me having clear skin. I&rsquo;ll follow up with status updates as my skin progresses.""",10,26-Jul-16,12
3869,Bismuth subsalicylate,Indigestion,"""Very good, very fast.""",10,26-Mar-12,11
203435,Indomethacin,"Gout, Acute","""I obtained excellent results 90 minutes after my first dose.  I had been experiencing acute joint pain in the foot and ankle area at fairly regular intervals for two or three years and my research lead to me to suspect gout.  I called my Dr. during the most recent episode and shared my suspicions and I received marked relief in fairly short order.  I have been somewhat hesitant to take anything other than my blood pressure meds since pre- and post-op bilateral THR in 2007 and 2009.  I had been taking serious pain relievers for an extended period of time and did not and do not wish to resume the taking of heavy-duty pain medication but I am extremely thankful for the relief that has been afforded me.  I am sixty.""",10,4-Mar-14,47
32078,Wellbutrin XL,Major Depressive Disorde,"""This has been a life saver! Totally changed my life. I have tried SSRI many kinds to deal with my MDD with horrible side effects/ only slight headaches with wellbutrin;) I am very pleased with the results.  It&#039;s been almost 2 months no sludge on the  brain!!! THANK YOU!! I am GRATEFUL!!""",10,2-Feb-16,64
119135,Zoloft,Depression,"""I was crying over the weirdest things and didn&#039;t want to get out of bed. Then I started taking Zoloft 50mg daily, a month ago. I felt relief an hour after taking it. The side effects for me were stomach upset, decrease in appetite, and sleepiness. That only lasted a week. After three weeks I increased the dose to 100mg which my doctor suggested in the beginning. I have been on many different antidepressants since I was a teenager and this is the first one that I feel &quot;normal&quot; on. I don&#039;t feel emotionless or stay on a fake happiness high. I feel relieved and can deal with the day to day stresses.""",10,9-May-09,381
158263,Ziprasidone,Schizoaffective Disorde,"""I take Invega, 12mg/day, and it helps a lot with my difficulty concentrating and the depression. I&#039;m actually able to live a normal life with it. Unfortunately, it does not help with the hallucinations at all. So my doctor decided to try adding Geodon. It made me have seizures and made the hallucinations much, much worse. They went from happening for a minute or so at a time, a couple of times an hour to being constant. I only took it for three days. Two days after I stopped taking it, I was back to normal. The whole experience was miserable. """,1,3-Jan-11,18
35280,Levofloxacin,Skin or Soft Tissue Infection,"""Dr. said I  had cellulitus on my left ankle &amp; foot. It was also very swollen and painful. I was very happy with taking Levaquin. It took the pain &amp; swelling completely away and I didn&#039;t experience no side effects. I&#039;ve had this flare up 2 more times &amp; this is the only medication that has helped me. It is very exspensive, but other than that I&#039;m very pleased.""",10,23-Jan-14,16
211074,Carisoprodol,Nocturnal Leg Cramps,"""Best of the ones I&#039;ve tried for leg pain from spinal injury.""",10,4-Aug-09,63
27993,Lexapro,Anxiety,"""Today is my 3rd day on medication. I was prescribed it for social anxiety (despite being a beautiful 6&#039;2 male with no reason to be anxious about appearance) generalized anxiety and panic attacks. Talking to people in malls, convenience stores and being around large groups of people frighten me. I havent noticed much of a difference other than lack of sleep, crazy amazing lucid dreams for the first two nights and my jaw clenching. So far no effect on anxiety and took a benzo because Im feeling restless but still feeling restless right now. I pray this works as Im unable to work now due to my anxiety. Ive always had anxiety but after having mono for 2 months it has spiraled completely out of control. I will update this soon. Please work!""",4,15-Apr-16,23
196995,Paroxetine,Generalized Anxiety Disorde,"""I have been taking Paxil since December of 2015. I started out on 10mg, which didn&#039;t do much for me, and then my doctor increased it to 20mg, which still was not enough to cease my anxiety. I have been taking 30mg of Paxil for about 4 months now and it has been great. My mood is extremely better and all of my friends and family notice a huge change. I&#039;m a more pleasant person to be around, I don&#039;t have panic/anxiety attacks anymore, and I am able to do things that my anxiety didn&#039;t allow me to do before.  However, when I first started taking Paxil, it gave me a lot of headaches, but they went away as I got used to it. Also, I have been having night sweats and it is hard for me to sleep sometimes, but other than that it is a great medication""",8,19-Apr-16,29
61217,Xyzal,Urticaria,"""I started developing an outbreak of rashes all over my body about two years ago. Since then my GP has prescribed the usual antihistamine cetirizine and hydroxyzine.  I noticed my rashes didn&#039;t subside totally after I took them both, but when I was prescribed Xyzal, I noticed it lowered the inflammation of my skin and the itchiness level was greatly reduced too. Since then I have been taking Xyzal together with Atarax and I find it to be quite effective as a combination. I have been taking Xyzal on a daily basis ever since.  ",,,
,,,,,,
"My rashes come back sometimes, but I have no choice since there are no newer antihistamine other then Xyzal.  My doctor has never prescribed me Allegra.""""""",7,16-Jun-10,11,,,
111485,Olopatadine,Allergic Rhinitis,"""My 83 year old father used this for two days and had a very bad allergic reaction to it.  Shivering uncontrolled, and coughing.  I made him stop using it. """,1,22-Sep-09,10
63205,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,"""As a colon cancer patient, I have had colonoscopies every 6 months for years.  As an old pro, I must say that I have NEVER experienced anything remotely as totally ineffective as this supposed preparation.  As a result, I must reschedule for after the first of the year and pay my full medical deductible immediately, rather than no cost because deductible is already met for this year.  My husband will be docked pay for taking off to drive me.  I will have to take another week off blood thinner.  And I feel nauseated, bloated, and angry.  Shame on prepopik for taking good folks&#039; money with false claims!""",1,30-Dec-15,3
136213,Relpax,Migraine,"""Relpax is a great migraine medicine, I have tried ibuprofen 800mg, Elavil, Maxalt, Imitrex, Midrin and countless others. Relpax stops the migraine quickly but it is ridiculously expensive, even with my copay it is $119.00 for 12. I still have a couple left from samples but I can&#039;t wait for a generic brand!""",10,23-Apr-10,14
123349,Apri,Birth Control,"""I started originally on Tri-Sprintec but after a few days I couldn&#039;t handle the cramps, bloating and spotting all the time. I call my doctor and she prescribed Apri. After seeing all the reviews I felt that this was a better choice then the Tri-Sprintec pill. Since Apri had better reviews then Tri, everyone&#039;s body is different but So far it  has worked great no side effect&#039;s I LOVE IT.""",10,29-Mar-13,5
28930,Lexapro,Anxiety,"""This worked well for my anxiety attacks""",9,9-Apr-09,12
121782,Venlafaxine,Anxiety,"""I suffered with severe anxiety, especially in social situations. I think mine was linked to coming off my pill and my hormones going crazy. I tried sertraline for two days and felt horrid - flu like symptoms, depression, nausea, fatigue! I then tried venlafaxine and after two weeks my anxiety had gone. It came back around the time of the month but this medicine has truly fixed me. I understand that different medicines work for different people but this saved my life.""",9,23-Dec-13,22
16149,Ethinyl estradiol / norethindrone,Birth Control,"""My Experience were constant weight gain migraines very bad abdominal pain mood swings and heavy periods and bad cramps. i do not recommended this for anyone and would give 0 stars if i could.""",1,28-Apr-16,3
91574,Dalfampridine,Multiple Sclerosis,"""Caused constipation, but the medicine has definitely increased the quality of life. I have been on it for 6 months and it is as good today as that first couple weeks.""",9,1-Apr-12,62
196734,Paroxetine,Anxiety,"""Back in October 4 , 2015 I had my first severe panic attack I thought I was going to die. I couldn&#039;t go to the store and be in line at the cash register and couldn&#039;t even drive. My quality of life was really bad at that point. I remember thinking I can&#039;t take care of my kids can&#039;t even do the things I used to do like go to the park go buy groceries even go to my kids school events I felt horrible. I told my Doctor what has happening I got prescribed paroxetine 20 mg. It saved my life. I know it takes time be patient it&#039;s worth it.""",10,9-Jul-17,5
106619,Implanon,Birth Control,"""I&#039;ve been on this bc for almost 3 years. The first year was awesome,  no side effects that I can think of. Now I&#039;ve experienced every thing from headaches to dizziness to weight gain. Have tried everything to loss the weight but can&#039;t.  And my moodiness is through the roof. I&#039;m sure that some people have no side effects but I did. Am making an appointment to get it removed.""",4,8-Nov-15,5
204138,Dilantin,Epilepsy,"""Evening,",,,
,,,,,,
I have been on this medication since I was 12 years of age.,,,,,,
,,,,,,
"Why do doctors or neurologists NOT tell you about Epilepsy?  About the Half Life of Phenytoin, about Sudden unexpected death in epilepsy (SUDEP)?  Those who have Epilepsy do not necessarily know or at all ANYTHING about that cause people in general think you are WEIRD.  SICK?""""""",8,20-Aug-17,2,,,
170800,Quetiapine,Insomnia,"""I have been on Quetiapine 50mg for I don&#039;t know how long but my sleep lasted 3hrs. Then I would wake up and sleep the rest of the night. I was very tired and depressed all the time, very unhappy. About 5 days ago my psych. put me on 100mg. Now I sleep all night it feels like I&#039;m in another world. I have not seen anymore hunger. I won&#039;t know about weight gain for a while.""",10,5-Aug-13,43
133358,Tri-Sprintec,10</span> users found this comment helpful.,"""Second birth control I&#039;ve been on, and I&#039;ve been on it for over a year. It gives me the worst headaches and acne. I put on about 10lbs and CANNOT get rid of it. I feel disgusting. My boobs didn&#039;t get any bigger. My periods are always right on schedule and never heavy but the rest of the month is a roller coaster with my emotions, weight, etc.""",4,26-Aug-10,10
200261,Varenicline,Smoking Cessation,"""Took Chantix for one month and quit smoking after smoking for 32 years. Had no side effects. stopped smoking on 3rd week an stopped taking Chantix after 4th week. Been smoke free for 3 months.  My insurance didn&#039;t pay for Chantix but it was worth every penny.""",10,29-Aug-14,61
172908,Clonazepam,Bipolar Disorde,"""I started taking Klonopin recently, and I&#039;m mixing it with Vybriid and Lamictal. It helps so much. At night it takes the edge off. I take 0.5mg, sometimes 1mg to help me out more. I haven&#039;t had as bad of racing thoughts while I&#039;m trying to fall asleep and I end up sleeping like a baby. The after effects is a little bit of groggyness but it&#039;s worth it. The only thing that bothers me is that I feel like smoking cigarettes after I take it. Overall, it&#039;s great and stops the mania as well as depression.""",10,29-Sep-13,66
40785,Leuprolide,Prostate Cance,"""Hot sweats were the thing most mentioned and most noticeable. My apologies for lack of empathy to all those who I&#039;ve known going through them.",,,
Muscle mass loss and decreased exercise tolerance.  My total weight lifted in a usual work out fell to about 1/3.,,,,,,
"Dry scaling skin and increased dry hair. However, my creeping male pattern baldness was certainly less noticeable.",,,,,,
"Testicular size and libido took a hit.""""""",8,13-Feb-17,23,,,
223378,Cetirizine,Urticaria,"""As someone who uses Zyrtec as one of 2 primary treatments (The other being Benadryl.) I can vouch that Zyrtec gets the job done as described. 24 hours of itch free and low-drowsiness is very suitable for me. If you are someone having withdrawals from Zyrtec then you don&#039;t take it right. It only occurs when your body needs the Zyrtec in order for your brain to be chemically balanced. This usually occurs if you take it based on a schedule rather then when you notice your real symptoms. ",,,
"If you listen to your doctor and/or the label, then you will be like me as someone who is happy to be symptom free.""""""",9,14-Mar-12,42,,,
76408,Liraglutide,Obesity,"""I&#039;m a 45 yr old female, 5&#039;6&quot; tall, and my starting weight was 220 when I weighed in at the doctor&#039;s office on August 31st. I have some health concerns that lead my doctor to prescribe this for me. My doctor helped to administer the first dose so I would know what to do the next day. ",,,
"I felt okay the first 2 days with little side effects. The 3rd day I couldn&#039;t stand the smell of bacon. Who doesn&#039;t like the smell of bacon? This girl now! The 4th day I threw up my morning coffee and meds. I have been experiencing constipation as well. I am currently on 1.2mg and on day 9. I&#039;ve lost 5 lbs so far so I&#039;ll keep dealing with the side effects. I did start to inject at night to help with the nausea. I am very hopeful this medication will do the job!""""""",10,9-Sep-17,16,,,
20066,Macrobid,Urinary Tract Infection,"""So far so good. Im on my 2nd day. NO side effects..that I am aware of. I did sleep a little harder last night..lol. I just found this and read some of the other reviews, but I honestly haven&#039;t noticed anything real abnormal. This is my 1st time taking it. I am usually given bactrim for uti&#039;s because I am highly allergic to penicillin. I usually dont have fever or severe pain with a uti, but I think I have had one for a while now due to other uti symptoms. So i dont think bactrim has been working. I do not have a regular doctor (cant afford it), and I feel awful having to constantly go to the ER...only to end up STILL having a UTI. I just hope this finally gets rid of it. Im tired of spending $$ on antibiotics only for it to not work.""",6,3-Nov-16,7
16153,Ethinyl estradiol / norethindrone,Birth Control,"""Everyone is different, but I have LOVED this! I haven&#039;t experienced any side effects, except now when I start to get my period, my breasts hurt a little bit it goes away once I start. My period has lightened, my acne has cleared up, and I haven&#039;t gotten pregnant, so, I recommend this!""",9,25-Apr-16,14
158644,Methylphenidate,Narcolepsy,"""Ritalin LA: I have taken this (10mg) along with &quot;normal&quot; release methylphenidate/Ritalin to treat narcolepsy for about 4 years.  The LA does not give me the jittery feeling of the short acting Ritalin.  I only supplement the LA with the short acting because the LA keeps me awake (or at least doesn&#039;t offer restful sleep) for about 8 hours, while the short acting version lasts about 4 hours.  Without these medications, particularly Ritalin LA, I would not be able to maintain any job that requires its employees to stay awake...which is pretty much all of them!  The only downside is the excessive cost.  Without insurance, about 10% of my gross salary would go to pay for this ONE prescription.""",8,13-Jun-12,7
97625,Nitroglycerin,Anal Fissure and Fistula,"""I struggled with intense pain and bleeding due to a fissure for several months. Assuming it was hemmorhoids, I tried multiple over the counter medicines, but nothing worked. My OB/Gyn was the one who realized it was a fissure and prescribed Rectiv. The headaches were rough at first, and I almost quit using the ointment because of them. I&#039;m so glad I didn&#039;t, though. Within one week, the headaches were gone, and my fissure symptoms were calming down. By week two, I was totally back to normal--no pain, no bleeding. I continued using it for another week, just to be sure I was completely healed. I&#039;ve been off it for two weeks now, and I&#039;m still symptom-free. I can&#039;t sing the praises of this medicine enough!!""",9,31-May-17,5
188514,ParaGard,Birth Control,"""I am 24 years old no kids. I don&#039;t want kids for a very long time so I am taking control. My doctor was pushing for the mirena says its the best option and gives you light periods or none at all but I refuse to deal with hormones anymore. I pushed for the paraguard because this will be my last try with BC. Have tried pills (the worse ever) , the implant and nuvaring all bad side effects. After reading dramatic reviews from women I expected the worse pain ever. The whole process took maybe 10 minutes and did not hurt me at all my doctor numbed my cervix I did get super high from it but it was so funny my doctor distracted me having me use my phone and I couldn&#039;t believe it was over. with a great doctor insertion should NOT hurt.""",10,4-Jun-16,11
151700,Chantix,Smoking Cessation,"""Fantastic. I quit smoking after over 20 years.""",10,2-Apr-15,22
148754,Mirena,Birth Control,"""I just got my Mirena and could not be happier.",,,
I was apprehensive of the pain due to horror stories that seem to be everywhere. DO NOT BELIEVE THE FEAR!,,,,,,
"First of all, I have a male gynaecologist. If you&#039;re unsure about a male, have no fear! Mine was amazing and spoke frankly but honestly and really comforted me. I had been advised to take 15mg of Murelax and some ibprofen. Although I had taken the Murelax as directed (1 hour prior) my nerves were still extremely high. My gynaecologist, he said he would administer a local anaesthetic to my cervix. This really spiked my anxiety.",,,,,,
"The ENTIRE procedure was done in about 3 minutes. It was really a 2/10 &quot;pain&quot; and more discomfort. I&#039;ve had appendicitis &amp; the implanon. This was a walk in the park!""""""",10,27-Jul-16,4,,,
138001,Ortho Evra,Birth Control,"""I started the patch a month ago I am still bleeding non stop really bad cramps , started having bad mood swings and it makes me wanna eat all day. I was on the depo shot before the patch I loved the shot way better.. I been off depo for a year and a half before I got on anything else my period just finally became normal but  they suggested the patch as a birth control cause I wasn&#039;t on anything .. but so far I absolutely hate it.""",4,26-Oct-15,2
101871,Terbinafine,"Onychomycosis, Toenail","""I am having good success with the treatment also, with no harmful effects. I have a little difficulty swallowing pills. One time I let the pill touch my tongue for a second and it tasted bad. After, I had bad taste in my mouth for a week! Finally, it went away. Now I always take it with food. Since then, no problem. Sometimes I put it in a teaspoon of jam and it goes right down.""",10,18-May-17,7
89678,Celexa,Depression,"""I was in a marked crosswalk when a person ran the Red Light &amp; T-Boned me, pushing me into on-coming traffic, right in front of 2 Portland Police cars.",,,
I was knocked out for two days in ICU.,,,,,,
"When I woke up, I found that I could not use my Left Hand, and I WAS Left Handed.",,,,,,
"I had other injuries too, but after being Left Handed for 60 yrs, and 32 of those years I was a Computer Designer.",,,,,,
"After about a year of tests and 2 failed operations, none of the doctors could fix the nerve damage to my hand.",,,,,,
"I had to retire from work. Learning only the basic skills with my right hand, which was also damaged. I became very depressed. I am now up to 80MG a day, and it has helped me a lot.",,,,,,
"I am also on 20MG of oxycodone every 4 hours for constant pain.""""""",9,8-Jun-10,28,,,
54076,Ritalin,Narcolepsy,"""I have been taking Ritalin for my narcolepsy for almost three years now. It helps significantly and without it, I don&#039;t think I would be able to work or function. However, my dosage has needed to be increased as it seems my body is getting used to it. It&#039;s also a great alternative to Provigil because it does not interact with birth control pills as Provigil does.""",8,5-Jan-12,49
78856,Exubera,"Diabetes, Type 2","""I thought it was pretty awesome stuff, but thanks to 6",,,
"(out of 4000) old, broken down, lifetime smokers it&#039;s no longer with us. When I found out Pfizer stopped making it, it was like a little piece of me died. Now I get to stab myself a few times a day to stay alive. Such fun. 6 out of 4000! Really? 0.15%? What a shame. % of Americans with lung cancer in 2008 was 7.3%.""""""",10,11-Dec-09,3,,,
202659,Hydroxychloroquine,Rheumatoid Arthritis,"""Helped with RA  It has affected my vision immensely.  So much, that I stopped taking it.""",3,2-Mar-16,82
231298,Trazodone,Anxiety,"""I had terrible gastrointestinal issues with Sertraline and Lexapro, SSRI&#039;s, causing me more anxiety then helping.  Trazodone does not impact my stomach, and I sleep really well on it, as I was having terrible night time panic attacks, those are gone and stomach is stable.""",9,5-Nov-17,4
132833,Loestrin 24 Fe,Acne,"""Let&#039;s start with the fact that l just cried for 20 minutes bc of the acne this pill has given me. I&#039;ve been on it for exactly 2 weeks and never seen a pimple in my life. Suddenly my entire forhead is covered in pimples. I was put on this pill because I got my period every 5 days and it lasted for 6-11 days. No blood or spotting since l went on the pill which is a miracle for me! But I am still pretty upset about my skin.""",1,6-Feb-17,5
99417,Genvoya,HIV Infection,"""Have been on Genvoya 3.5 months. VL has dropped from 293000 to 78; CD4 is unchanged at 153.",,,
"There initially were no discernible side-affects. But have noticed problems with remembering things and forgetting words and really strange dreams. I am also on Welbutrin which apparently can also affect dreams. My kidney function has declined as well and I will  see a nephrologist this week. Am also on a diuretic for blood pressure which can also affect kidneys. So, we&#039;ll see.""""""",8,20-Mar-17,5,,,
27207,Enskyce,Birth Control,"""This is the worst! I have taken Desogen and Apri, but switched to Enskyce a few months ago when it was cheaper and it was supposed to be the same. But enskyce has made me bloated, retain water (take diuretics for this) and I had breakthrough bleeding at all different times of the month. Can&#039;t wait to finish off these last packs and swtich to something I like again, even if it costs more. Don&#039;t get Enskyce!""",1,10-Nov-16,2
210631,Mirtazapine,Depression,"""Having been prescribed citalopram, sertraline and diazepam in the past, I was sceptical that this would work. It&#039;s very early days, but it does seem to have a very calming effect. Main downside is I am very sleepy so would advise taking it at bedtime.""",7,25-May-17,16
139813,Stalevo,Parkinson's Disease,"""No noticeable side effects.""",9,20-Feb-09,13
